Test System,Base Model,Failure Type,Task ID,Agent Behavior Category,Task Result
Table-Critic,gpt-5,Blind Trust,2506,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2522,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2540,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2555,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2571,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2589,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2592,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2598,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2602,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2620,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2627,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2634,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2661,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2665,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2669,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2707,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2710,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2713,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2714,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2735,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2759,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,2772,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2776,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2787,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2788,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2806,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2808,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2814,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2864,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2881,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2889,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2900,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2902,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2914,Makes no independent judgment,FAIL
Table-Critic,gpt-5,Blind Trust,2928,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2942,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,2971,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2987,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2991,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,2998,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3018,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3023,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3044,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3046,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3065,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3099,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,3113,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,3128,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3152,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3162,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3163,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3171,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3183,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3189,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3192,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3201,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3211,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3243,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,3244,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3277,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3318,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3326,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3354,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3358,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3365,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3368,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3388,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,3442,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3473,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3488,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3496,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3544,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3546,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,3567,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3571,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3579,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3584,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3585,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3601,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3634,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3641,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,3646,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,3655,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3666,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3690,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3703,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3708,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3710,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3718,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3730,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3752,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3754,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3755,Makes no independent judgment,FAIL
Table-Critic,gpt-5,Blind Trust,3784,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,3803,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3836,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3876,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,3882,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3888,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3892,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3926,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3943,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,3952,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,3960,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3970,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3974,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3977,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3981,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3987,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,3989,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4006,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4047,Makes no independent judgment,FAIL
Table-Critic,gpt-5,Blind Trust,4055,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4082,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4090,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4092,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4096,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,4101,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,4104,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,4113,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4120,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,4129,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4134,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,4144,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4151,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,4161,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,4169,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,4196,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,4209,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,4210,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,4212,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4238,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,4243,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4278,Makes no independent judgment,PASS
Table-Critic,gpt-5,Blind Trust,4289,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Blind Trust,4309,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,4310,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,4311,Judges independently but correction fails,FAIL
Table-Critic,gpt-5,Blind Trust,4318,Fully accepts incorrect information from other agents,FAIL
Table-Critic,gpt-5,Critical Information Loss,7,Ignores missing information,FAIL
Table-Critic,gpt-5,Critical Information Loss,21,Autonomously repairs missing information,PASS
Table-Critic,gpt-5,Critical Information Loss,29,Restores missing information via inherent process,PASS
Table-Critic,gpt-5,Critical Information Loss,31,Autonomously repairs missing information,PASS
Table-Critic,gpt-5,Critical Information Loss,44,Ignores missing information,FAIL
Table-Critic,gpt-5,Critical Information Loss,47,Ignores missing information,FAIL
Table-Critic,gpt-5,Critical Information Loss,56,Restores missing information via inherent process,PASS
Table-Critic,gpt-5,Critical Information Loss,64,Autonomously repairs missing information,PASS
Table-Critic,gpt-5,Critical Information Loss,70,Ignores missing information,PASS
Table-Critic,gpt-5,Critical Information Loss,83,Autonomously repairs missing information,PASS
Table-Critic,gpt-5,Critical Information Loss,87,Restores missing information via inherent process,PASS
Table-Critic,gpt-5,Critical Information Loss,93,Ignores missing information,FAIL
Table-Critic,gpt-5,Critical Information Loss,95,Autonomously repairs missing information,PASS
Table-Critic,gpt-5,Critical Information Loss,99,Restores missing information via inherent process,PASS
Table-Critic,gpt-5,Critical Information Loss,113,Autonomously repairs missing information,PASS
Table-Critic,gpt-5,Critical Information Loss,121,Ignores missing information,FAIL
Table-Critic,gpt-5,Critical Information Loss,125,Ignores missing information,PASS
Table-Critic,gpt-5,Critical Information Loss,149,Ignores missing information,PASS
Table-Critic,gpt-5,Critical Information Loss,171,Restores missing information via inherent process,PASS
Table-Critic,gpt-5,Critical Information Loss,204,Ignores missing information,PASS
Table-Critic,gpt-5,Critical Information Loss,212,Ignores missing information,FAIL
Table-Critic,gpt-5,Critical Information Loss,214,Ignores missing information,FAIL
Table-Critic,gpt-5,Critical Information Loss,240,Restores missing information via inherent process,PASS
Table-Critic,gpt-5,Critical Information Loss,265,Restores missing information via inherent process,PASS
Table-Critic,gpt-5,Critical Information Loss,298,Restores missing information via inherent process,PASS
Table-Critic,gpt-5,Critical Information Loss,301,Ignores missing information,PASS
Table-Critic,gpt-5,Critical Information Loss,323,Restores missing information via inherent process,PASS
Table-Critic,gpt-5,Critical Information Loss,343,Restores missing information via inherent process,PASS
